entry_index,exit_index,direction,entry_price,exit_price,exit_reason,qty,pl,pnl_pct
1929-11-20,1930-03-18,1,21.270000457763672,23.770000185285298,TP,235,581.5014858600076,0.005815014858600076
1929-11-21,1929-12-20,1,21.61000061035156,20.484286444527758,SL,232,-267.1792066127235,-0.002656345378282946
1929-11-22,1929-12-20,1,21.530000686645508,20.562857900347026,SL,232,-230.37208658054945,-0.002296502446971205
1929-12-05,1929-12-12,1,21.8700008392334,21.314286640712194,SL,228,-132.68919745417992,-0.0013257789805333066
1930-01-22,1930-01-23,-1,21.6299991607666,21.772856303623744,SL,231,-38.99652980613697,-0.00039015545594772255
1930-01-23,1930-01-24,-1,21.84000015258789,21.965000016348704,SL,228,-34.479488972255396,-0.0003450976630020588
1930-01-24,1930-01-27,-1,22.040000915527344,22.176429476056782,SL,226,-36.81389488656226,-0.0003685894205127635
1930-01-27,1930-01-29,-1,22.209999084472656,22.341427666800364,SL,224,-35.415042236328354,-0.0003547145210296707
1931-10-09,1931-10-14,1,10.550000190734863,10.052857262747628,SL,473,-241.13875502818007,-0.00241608548258777
1931-10-13,1931-11-06,1,10.100000381469728,11.028571946280344,TP,492,450.8880096991399,0.0045286059216490355
1931-10-14,1931-10-20,1,9.869999885559082,10.844285692487444,TP,506,486.9943983636585,0.004869198738455086
1932-05-31,1932-06-02,-1,4.46999979019165,4.574999877384731,SL,1124,-124.04437776919816,-0.0012342441730081649
1932-06-01,1932-06-02,-1,4.400000095367432,4.527143035616193,SL,1140,-150.9589519923071,-0.0015039009347115563
1932-06-02,1932-06-03,-1,4.639999866485596,4.771428482873099,SL,1080,-147.9541055543081,-0.0014761857390532237
1932-06-03,1932-06-06,-1,4.889999866485596,5.024285623005459,SL,1023,-143.3767987832346,-0.0014326313058193895
1932-07-01,1932-07-13,-1,4.599999904632568,4.700714213507516,SL,1086,-115.3713393346243,-0.0011544526418051804
1932-07-05,1932-07-13,-1,4.5,4.605714321136475,SL,1109,-123.22768214035034,-0.0012344915718849984
1932-07-06,1932-07-13,-1,4.599999904632568,4.704285655702863,SL,1083,-118.92326830584635,-0.001192842625198807
1932-07-07,1932-07-11,-1,4.449999809265137,4.548571280070713,SL,1118,-116.17800414739294,-0.0011666983380212517
1932-07-08,1932-07-11,-1,4.409999847412109,4.519285610743931,SL,1127,-129.1351251029964,-0.0012983328389882954
1932-07-12,1932-07-13,-1,4.599999904632568,4.700714247567313,SL,1079,-114.63417592368793,-0.0011540376899271336
1932-07-14,1932-07-15,-1,4.789999961853027,4.897857189178467,SL,1035,-117.58988024234772,-0.0011851608837566818
1932-07-15,1932-07-21,-1,4.929999828338623,5.0378570556640625,SL,1005,-114.35116328954696,-0.0011538861542709391
1932-07-19,1932-07-20,-1,4.78000020980835,4.881428820746286,SL,1035,-110.9259125379155,-0.0011206159537514493
1932-07-20,1932-07-21,-1,4.929999828338623,5.032857009342739,SL,1002,-109.00275519411943,-0.0011024228760800087
1932-07-21,1932-07-22,-1,5.050000190734863,5.1585716179439,SL,977,-112.0081345695767,-0.0011340686518659302
1932-07-22,1932-07-25,-1,5.199999809265137,5.311428376606533,SL,948,-111.56388165882692,-0.0011308531105871196
1932-07-25,1932-07-27,-1,5.480000019073486,5.589999982288906,SL,899,-104.8164869478093,-0.001063661846763593
1932-07-26,1932-07-27,-1,5.400000095367432,5.522857223238264,SL,911,-117.84224357720761,-0.0011971185831015554
1932-07-27,1932-07-28,-1,5.670000076293945,5.791428634098598,SL,867,-111.194449682781,-0.0011309398139057504
1932-07-28,1932-07-29,-1,5.849999904632568,5.979999882834298,SL,839,-114.97813163123823,-0.0011707470431739793
1932-07-29,1932-08-03,-1,6.03000020980835,6.1700001784733365,SL,813,-119.72236469520853,-0.0012204833398808998
1932-08-01,1932-08-03,-1,6.110000133514404,6.2492858341762,SL,801,-117.46195633704312,-0.001198903345119683
1932-08-02,1932-08-03,-1,5.869999885559082,6.014999866485596,SL,833,-126.6746940164566,-0.0012944873046885224
1932-08-03,1932-08-05,-1,6.389999866485596,6.536428417478289,SL,764,-117.7533728564128,-0.0012048801239157476
1932-08-04,1932-08-05,-1,6.519999980926514,6.7014285155705045,SL,748,-141.58550389943815,-0.0014504837363425367
1932-08-05,1932-08-08,-1,6.800000190734863,6.9807144573756625,SL,716,-135.26021505137842,-0.0013876966528824884
1932-08-08,1932-08-10,-1,7.429999828338623,7.621428421565464,SL,655,-131.25237845114273,-0.0013484496560191718
1932-08-15,1932-08-22,-1,7.440000057220459,7.692857231412615,SL,653,-170.97405478484308,-0.0017589106788497833
1932-08-16,1932-08-23,-1,7.679999828338623,7.958571297781808,SL,631,-181.6246771103315,-0.0018717721761211483
1932-08-17,1932-08-23,-1,7.510000228881836,7.786428826195853,SL,644,-183.85645681762688,-0.001898325494776775
1932-08-18,1932-08-23,-1,7.599999904632568,7.875714199883597,SL,635,-180.90457742384496,-0.0018713997442117416
1932-08-19,1932-08-23,-1,7.53000020980835,7.799285888671875,SL,640,-178.1620346069336,-0.0018464845303941624
1932-08-22,1932-08-23,-1,7.769999980926514,8.03857135772705,SL,619,-172.05531222772598,-0.0017864927382869856
1932-08-23,1932-08-29,-1,8.149999618530273,8.418570961271014,SL,589,-163.98887064961042,-0.0017057842572643425
1932-08-24,1932-09-02,-1,8.329999923706055,8.588571241923741,SL,576,-154.73515924944226,-0.0016122789299083389
1932-08-25,1932-08-29,-1,8.260000228881836,8.522142989294869,SL,580,-157.83360117231052,-0.0016472192415470253
1932-08-26,1932-09-02,-1,8.390000343322754,8.637143066951207,SL,570,-146.6536526639124,-0.0015330657932942806
1932-08-29,1932-09-02,-1,8.579999923706055,8.791428395680018,SL,556,-123.32471037510435,-0.001291172674306584
1932-08-30,1932-09-02,-1,8.470000267028809,8.69214299746922,SL,563,-130.83496738828916,-0.001371573747905923
1932-08-31,1932-09-02,-1,8.390000343322754,8.601428747177124,SL,567,-125.63703518009186,-0.0013188915585595428
1932-09-01,1932-09-02,-1,8.470000267028809,8.684285811015538,SL,561,-125.96586032635854,-0.0013240897752821398
1932-09-20,1932-09-21,-1,7.619999885559082,7.884285586220877,SL,623,-170.3972514410018,-0.0017935049756491218
1933-02-28,1933-03-03,-1,5.659999847412109,5.8171427590506415,SL,837,-137.26603691373532,-0.0014473804572210456
1933-03-01,1933-03-15,-1,5.769999980926514,5.932857138769967,SL,820,-139.27426941599174,-0.0014706845938104963
1933-03-02,1933-03-03,-1,5.650000095367432,5.816428695406232,SL,836,-144.85770971216454,-0.0015318965877721092
1933-03-03,1933-03-15,-1,5.840000152587891,6.009285892759051,SL,808,-142.50159818158852,-0.0015092923602601802
1933-03-15,1933-03-21,-1,6.809999942779541,6.46428564616612,TP,692,233.5217732960839,0.002477062650817202
1933-04-06,1933-04-10,-1,6.050000190734863,6.1700001784733365,SL,781,-99.4450405727115,-0.0010522484531701765
1933-04-12,1933-04-13,-1,6.409999847412109,6.516428402491978,SL,736,-84.04917642647851,-0.0008902784382544211
1933-04-20,1933-04-21,-1,7.820000171661377,7.5271430015563965,TP,603,170.8774134697914,0.0018116064982098663
1933-04-21,1933-04-24,-1,7.440000057220459,7.633571522576468,SL,635,-128.64228053740084,-0.001361372206415083
1933-04-24,1933-05-01,-1,7.909999847412109,8.116428443363734,SL,596,-128.74580309622598,-0.0013643251004564984
1933-04-25,1933-05-01,-1,7.71999979019165,7.958571229662214,SL,610,-151.23777794906056,-0.0016048631306632049
1933-04-26,1933-05-01,-1,7.769999980926514,8.019999980926514,SL,605,-156.95084998846053,-0.0016681647009573364
1933-04-27,1933-05-01,-1,7.699999809265137,7.9499998433249335,SL,609,-157.9393206262587,-0.0016814757188739528
1933-04-28,1933-05-01,-1,7.829999923706055,8.077857085636683,SL,598,-153.9009227888922,-0.001641241269475678
1933-05-01,1933-05-05,-1,8.430000305175781,8.682143211364746,SL,555,-145.61796310424805,-0.0015554624252919012
1933-05-23,1933-05-24,-1,8.960000038146973,9.13571412222726,SL,521,-97.21519782570404,-0.001040051372739847
1933-05-25,1933-05-26,-1,9.079999923706056,9.271428244454523,SL,514,-104.06127682549652,-0.0011144528553701102
1933-05-26,1933-05-29,-1,9.34000015258789,9.529999869210378,SL,499,-100.47051867076279,-0.0010771978199582825
1933-05-29,1933-06-02,-1,9.779999732971191,9.959999493190221,SL,476,-91.33516573715234,-0.0009803088332362459
1933-06-01,1933-06-02,-1,9.739999771118164,9.927142347608294,SL,477,-94.91298887661537,-0.0010197095722347003
1933-06-05,1933-06-08,-1,10.06999969482422,10.271427971976145,SL,461,-98.50070562635115,-0.00105933486996514
1933-06-16,1933-06-19,-1,9.8100004196167,10.05428613935198,SL,473,-121.18727563326651,-0.001304701783278652
