Date,0
1928-11-02,10005.187852292198
1928-11-05,10011.067130997795
1928-11-07,10016.72574466967
1928-11-08,10022.697941255406
1928-11-09,10028.472004557256
1928-11-12,10034.665777751377
1928-11-13,10040.64954613898
1928-11-14,10046.512813498523
1928-11-15,10052.494655604007
1928-11-16,10058.71649748061
1928-11-19,10058.71649748061
1928-11-20,10058.71649748061
1928-11-21,10064.577706841113
1928-11-22,10070.408165235736
1928-11-23,10076.658207527758
1928-11-26,10082.337786215045
1928-11-27,10082.337786215045
1928-11-28,10088.383528804723
1928-11-30,10094.573365440694
1928-12-03,10101.182948247853
1928-12-04,10107.76295036997
1928-12-05,10115.022151885603
1928-12-06,10108.51805275797
1928-12-07,10108.51805275797
1928-12-10,10108.51805275797
1928-12-11,10108.51805275797
1928-12-12,10119.362001499556
1928-12-13,10129.388586659621
1928-12-14,10139.006999029376
1928-12-17,10148.592844101877
1928-12-18,10158.648884552273
1928-12-19,10168.704523007473
1928-12-20,10178.256540441022
1928-12-21,10187.297675641523
1928-12-24,10196.789235421262
1928-12-26,10206.279955205808
1928-12-27,10213.669244700894
1928-12-28,10220.05756683246
1928-12-31,10214.758323346872
1929-01-02,10222.144601117869
1929-01-03,10229.04520983565
1929-01-04,10223.788356287983
1929-01-07,10223.788356287983
1929-01-08,10223.788356287983
1929-01-09,10223.788356287983
1929-01-10,10223.788356287983
1929-01-11,10223.788356287983
1929-01-14,10223.788356287983
1929-01-15,10231.461543989617
1929-01-16,10239.791353236225
1929-01-17,10247.920848804637
1929-01-18,10255.307126575633
1929-01-21,10261.892562388448
1929-01-22,10267.763112488501
1929-01-23,10273.920012514005
1929-01-24,10268.975237334824
1929-01-25,10275.045261109108
1929-01-28,10281.258099845505
1929-01-29,10286.442005408859
1929-01-30,10286.442005408859
1929-01-31,10292.129522516903
1929-02-01,10298.312674625233
1929-02-04,10304.03844430689
1929-02-05,10308.99362956276
1929-02-06,10304.75193133365
1929-02-07,10304.75193133365
1929-02-08,10299.252011444472
1929-02-11,10307.895068148313
1929-02-13,10316.195665313013
1929-02-14,10310.248395998056
1929-02-15,10319.075956398447
1929-02-18,10327.633558342035
1929-02-19,10335.73519637958
1929-02-20,10344.178613955963
1929-02-21,10352.564692819924
1929-02-25,10360.807751267626
1929-02-26,10368.592467297201
1929-02-27,10368.592467297201
1929-02-28,10377.4319976829
1929-03-01,10384.730028310558
1929-03-04,10379.328750709588
1929-03-05,10374.457643009786
1929-03-06,10381.95704366526
1929-03-07,10376.370090253613
1929-03-08,10376.370090253613
1929-03-11,10384.184492918888
1929-03-12,10392.026382215283
1929-03-13,10386.3663240466
1929-03-14,10386.3663240466
1929-03-15,10395.337364381028
1929-03-18,10404.308437539237
1929-03-19,10412.49240853326
1929-03-20,10420.217369500187
1929-03-21,10427.60087637754
1929-03-22,10422.027937924247
1929-03-25,10432.475657622963
1929-03-26,10426.218159342847
1929-03-27,10426.218159342847
1929-03-28,10418.83292833023
1929-04-01,10418.83292833023
1929-04-02,10418.83292833023
1929-04-03,10418.83292833023
1929-04-04,10418.83292833023
1929-04-05,10418.83292833023
1929-04-08,10418.83292833023
1929-04-09,10418.83292833023
1929-04-10,10418.83292833023
1929-04-11,10418.83292833023
1929-04-12,10418.83292833023
1929-04-15,10430.21840501589
1929-04-16,10441.317126325008
1929-04-17,10441.317126325008
1929-04-18,10441.317126325008
1929-04-19,10448.300040389688
1929-04-22,10448.300040389688
1929-04-23,10448.300040389688
1929-04-24,10448.300040389688
1929-04-25,10453.483442305102
1929-04-26,10458.181329713767
1929-04-29,10462.449001334817
1929-04-30,10467.459325306156
1929-05-01,10463.626314093126
1929-05-02,10463.626314093126
1929-05-03,10468.090586914825
1929-05-06,10464.07201716908
1929-05-07,10464.07201716908
1929-05-08,10464.07201716908
1929-05-09,10464.07201716908
1929-05-10,10459.82659893875
1929-05-13,10459.82659893875
1929-05-14,10454.494663367896
1929-05-15,10454.494663367896
1929-05-16,10462.04745363584
1929-05-17,10456.517316215186
1929-05-20,10456.517316215186
1929-05-21,10449.938313342338
1929-05-22,10449.938313342338
1929-05-23,10462.437850341632
1929-05-24,10462.437850341632
1929-05-27,10478.044582869556
1929-05-28,10494.491185732486
1929-05-29,10510.546909116962
1929-05-31,10525.47440773713
1929-06-03,10525.47440773713
1929-06-04,10525.47440773713
1929-06-05,10525.47440773713
1929-06-06,10525.47440773713
1929-06-07,10539.401888918685
1929-06-10,10552.071585717827
1929-06-11,10564.312626726913
1929-06-12,10573.923536091885
1929-06-13,10583.07694303507
1929-06-14,10591.942720054027
1929-06-17,10599.551312689046
1929-06-18,10606.074593437685
1929-06-19,10612.79727331592
1929-06-20,10618.970393501173
1929-06-21,10624.356373521368
1929-06-24,10628.737006731088
1929-06-25,10633.74131641317
1929-06-26,10639.044009176145
1929-06-27,10644.182711425836
1929-06-28,10649.428614409691
1929-07-01,10654.859029337256
1929-07-02,10654.859029337256
1929-07-03,10660.288508263997
1929-07-05,10660.288508263997
1929-07-08,10660.288508263997
1929-07-09,10664.946992577308
1929-07-10,10669.553831144007
1929-07-11,10665.712406343244
1929-07-12,10665.712406343244
1929-07-15,10661.510697564536
1929-07-16,10661.510697564536
1929-07-17,10661.510697564536
1929-07-18,10661.510697564536
1929-07-19,10657.77263871095
1929-07-22,10657.77263871095
1929-07-23,10662.146670507651
1929-07-24,10662.146670507651
1929-07-25,10662.146670507651
1929-07-26,10662.146670507651
1929-07-29,10667.832635462137
1929-07-30,10674.134374688232
1929-07-31,10681.2582502697
1929-08-01,10681.2582502697
