entry_index,exit_index,direction,entry_price,exit_price,exit_reason,qty,pl,pnl_pct
2020-03-24,2020-04-07,1,2344.43994140625,2718.4941755022323,TP,2812,1045246.941162668,0.0079256200047625
2020-04-02,2020-04-09,1,2458.5400390625,2795.59716796875,TP,2703,904418.9857080078,0.0068038624784583
2020-03-16,2020-03-23,-1,2508.590087890625,2193.6529366629466,TP,2612,816062.4016971259,0.0062263480684398
2025-04-09,2025-04-09,1,4965.27978515625,5291.302664620535,TP,2445,784984.8312154706,0.0032317714477638
2020-04-06,2020-04-17,1,2578.280029296875,2857.462820870536,TP,2595,717787.7074576244,0.0053633606324672
2020-03-12,2020-03-18,-1,2630.860107421875,2362.3986467633927,TP,2478,658727.2281655278,0.0050513082826679
2020-03-11,2020-03-12,-1,2825.60009765625,2575.264369419643,TP,2297,568529.7643351696,0.0043787381606782
2022-10-17,2022-10-25,1,3638.64990234375,3835.249860491072,TP,2559,493786.9877988982,0.0026505583239566
2022-05-23,2022-05-27,1,3919.419921875,4149.965611049107,TP,2176,493137.76189285656,0.0028903739372623
2022-05-25,2022-05-27,1,3929.590087890625,4155.474330357143,TP,2177,483194.278228272,0.0028239310771134
