symbol,entry,exit,shares,entry_date,exit_date,entry_value,percent_of_equity_at_entry,risk_amount_usd,risk_pct_of_equity,pnl,pnl_percent,exit_reason,entry_time_idx
AMZN,130.8000030517578,129.49200302124024,132,2023-07-20 00:00:00,2023-07-20 00:00:00,17265.6,172.656,172.66,1.72656,-172.65600402832,-1.7265600402832002,STOP_LOSS,1395
AMZN,133.67999267578125,132.34319274902344,128,2023-08-01 00:00:00,2023-08-01 00:00:00,17111.04,171.1104,171.11,1.711104,-171.11039062499913,-1.7111039062499913,STOP_LOSS,1403
AMZN,140.57000732421875,139.16430725097655,121,2023-08-15 00:00:00,2023-08-15 00:00:00,17008.97,170.0897,170.09,1.700897,-170.08970886230634,-1.7008970886230632,STOP_LOSS,1413
AMZN,143.10000610351562,141.66900604248048,117,2023-09-12 00:00:00,2023-09-12 00:00:00,16742.7,167.427,167.43,1.67427,-167.42700714111248,-1.674270071411125,STOP_LOSS,1432
AMZN,144.85000610351562,143.40150604248046,115,2023-09-14 00:00:00,2023-09-14 00:00:00,16657.75,166.5775,166.58,1.665775,-166.57750701904362,-1.6657750701904364,STOP_LOSS,1434
AMZN,138.07000732421875,199.33999633789062,119,2026-03-27 00:00:00,2026-03-27 00:00:00,16430.33,164.3033,164.3,1.643033,7291.128692626953,72.91128692626954,TAKE_PROFIT_OR_OPPOSITE_SIGNAL,2069
AMZN,250.55999755859375,248.0543975830078,94,2026-04-20 00:00:00,2026-04-20 00:00:00,23552.64,235.5264,235.53,2.355264,-235.52639770507812,-2.3552639770507815,STOP_LOSS,2084
AMZN,255.36000061035156,266.32000732421875,92,2026-05-21 00:00:00,2026-05-22 00:00:00,23493.12,234.9312,234.93,2.349312,1008.3206176757812,10.083206176757812,BACKTEST_END,-1
META,153.71372985839844,152.17659255981445,65,2018-10-23 00:00:00,2018-10-23 00:00:00,9991.39,99.9139,99.91,0.999139,-99.91392440795906,-0.9991392440795905,STOP_LOSS,204
META,144.9028778076172,143.453849029541,68,2018-10-26 00:00:00,2018-10-26 00:00:00,9853.4,98.534,98.53,0.98534,-98.53395690918046,-0.9853395690918045,STOP_LOSS,207
META,140.98362731933594,139.5737910461426,69,2018-10-30 00:00:00,2018-10-30 00:00:00,9727.87,97.2787,97.28,0.972787,-97.27870285034109,-0.9727870285034109,STOP_LOSS,209
META,147.52232360839844,146.04710037231445,65,2018-11-08 00:00:00,2018-11-08 00:00:00,9588.95,95.8895,95.89,0.958895,-95.88951034545943,-0.9588951034545943,STOP_LOSS,216
META,143.83128356933594,142.39297073364258,66,2018-11-12 00:00:00,2018-11-12 00:00:00,9492.86,94.9286,94.93,0.949286,-94.92864715576127,-0.9492864715576126,STOP_LOSS,218
META,138.44354248046875,137.05910705566407,68,2018-11-19 00:00:00,2018-11-19 00:00:00,9414.16,94.1416,94.14,0.941416,-94.14160888671813,-0.9414160888671813,STOP_LOSS,223
META,182.34901428222656,180.5255241394043,51,2019-04-24 00:00:00,2019-04-24 00:00:00,9299.8,92.998,93.0,0.92998,-92.99799728393555,-0.9299799728393555,STOP_LOSS,328
META,191.75518798828125,189.83763610839844,48,2019-04-26 00:00:00,2019-04-26 00:00:00,9204.25,92.0425,92.04,0.920425,-92.04249023437478,-0.9204249023437479,STOP_LOSS,330
META,184.81961059570312,182.97141448974608,49,2019-05-17 00:00:00,2019-05-17 00:00:00,9056.16,90.5616,90.56,0.905616,-90.56160919189514,-0.9056160919189515,STOP_LOSS,345
META,191.100341796875,189.18933837890626,47,2019-06-25 00:00:00,2019-06-25 00:00:00,8981.72,89.8172,89.82,0.898172,-89.81716064453093,-0.8981716064453092,STOP_LOSS,371
META,195.66452026367188,193.70787506103517,46,2019-07-05 00:00:00,2019-07-05 00:00:00,9000.57,90.0057,90.01,0.900057,-90.00567932128854,-0.9000567932128855,STOP_LOSS,378
META,197.6588897705078,195.68230087280273,45,2019-07-26 00:00:00,2019-07-26 00:00:00,8894.65,88.9465,88.95,0.889465,-88.94650039672882,-0.8894650039672882,STOP_LOSS,393
META,186.61553955078125,184.74938415527345,47,2019-09-18 00:00:00,2019-09-18 00:00:00,8770.93,87.7093,87.71,0.877093,-87.70930358886676,-0.8770930358886675,STOP_LOSS,430
META,188.65948486328125,186.77289001464842,46,2019-09-20 00:00:00,2019-09-20 00:00:00,8678.34,86.7834,86.78,0.867834,-86.78336303710995,-0.8678336303710996,STOP_LOSS,432
META,186.4270477294922,184.56277725219726,46,2019-10-28 00:00:00,2019-10-28 00:00:00,8575.64,85.7564,85.76,0.857564,-85.75644195556646,-0.8575644195556645,STOP_LOSS,458
META,192.95579528808594,191.02623733520508,44,2019-11-14 00:00:00,2019-11-14 00:00:00,8490.05,84.9005,84.9,0.849005,-84.90054992675766,-0.8490054992675766,STOP_LOSS,471
META,195.86294555664062,193.90431610107422,43,2019-12-03 00:00:00,2019-12-03 00:00:00,8422.11,84.2211,84.22,0.842211,-84.22106658935562,-0.8422106658935561,STOP_LOSS,483
META,204.45555114746094,202.41099563598632,41,2019-12-20 00:00:00,2019-12-20 00:00:00,8382.68,83.8268,83.83,0.838268,-83.82677597045912,-0.8382677597045912,STOP_LOSS,496
META,206.4796600341797,204.4148634338379,40,2019-12-30 00:00:00,2019-12-30 00:00:00,8259.19,82.5919,82.59,0.825919,-82.59186401367174,-0.8259186401367173,STOP_LOSS,501
META,208.14657592773438,206.06511016845704,39,2020-01-03 00:00:00,2020-01-03 00:00:00,8117.72,81.1772,81.18,0.811772,-81.1771646118161,-0.8117716461181609,STOP_LOSS,504
META,210.94461059570312,208.8351644897461,38,2020-01-30 00:00:00,2020-01-30 00:00:00,8015.9,80.159,80.16,0.80159,-80.15895202636727,-0.8015895202636727,STOP_LOSS,522
META,152.97947692871094,209.23800659179688,53,2020-05-15 00:00:00,2020-05-15 00:00:00,8107.91,81.0791,81.08,0.810791,2981.7020721435547,29.817020721435544,TAKE_PROFIT_OR_OPPOSITE_SIGNAL,596
META,211.53001403808594,209.41471389770507,52,2020-06-29 00:00:00,2020-06-29 00:00:00,10999.56,109.9956,110.0,1.099956,-109.9956072998051,-1.099956072998051,STOP_LOSS,626
META,243.509033203125,241.07394287109375,45,2020-07-21 00:00:00,2020-07-21 00:00:00,10957.91,109.5791,109.58,1.095791,-109.5790649414063,-1.095790649414063,STOP_LOSS,641
META,263.2144775390625,260.5823327636719,41,2020-08-10 00:00:00,2020-08-10 00:00:00,10791.79,107.9179,107.92,1.079179,-107.9179357910146,-1.079179357910146,STOP_LOSS,655
META,266.9154357910156,264.2462814331055,40,2020-09-11 00:00:00,2020-09-11 00:00:00,10676.62,106.7662,106.77,1.067662,-106.7661743164058,-1.067661743164058,STOP_LOSS,678
META,273.6029052734375,270.86687622070315,38,2020-10-14 00:00:00,2020-10-14 00:00:00,10396.91,103.9691,103.97,1.039691,-103.96910400390539,-1.039691040039054,STOP_LOSS,701
META,276.55975341796875,273.7941558837891,38,2020-10-22 00:00:00,2020-10-22 00:00:00,10509.27,105.0927,105.09,1.050927,-105.0927062988277,-1.0509270629882768,STOP_LOSS,707
META,282.572509765625,279.74678466796877,37,2020-10-26 00:00:00,2020-10-26 00:00:00,10455.18,104.5518,104.55,1.045518,-104.55182861328058,-1.0455182861328058,STOP_LOSS,709
META,285.1423645019531,282.2909408569336,36,2020-11-09 00:00:00,2020-11-09 00:00:00,10265.13,102.6513,102.65,1.026513,-102.6512512207023,-1.026512512207023,STOP_LOSS,719
META,271.8367614746094,269.11839385986326,37,2021-02-17 00:00:00,2021-02-17 00:00:00,10057.96,100.5796,100.58,1.005796,-100.57960174560623,-1.0057960174560623,STOP_LOSS,786
META,281.7986145019531,278.9806283569336,36,2021-03-18 00:00:00,2021-03-18 00:00:00,10144.75,101.4475,101.45,1.014475,-101.44750122070263,-1.0144750122070263,STOP_LOSS,807
META,287.85107421875,284.97256347656247,34,2021-03-22 00:00:00,2021-03-22 00:00:00,9786.94,97.8694,97.87,0.978694,-97.869365234376,-0.97869365234376,STOP_LOSS,809
META,288.5555419921875,285.6699865722656,34,2021-03-30 00:00:00,2021-03-30 00:00:00,9810.89,98.1089,98.11,0.981089,-98.1088842773446,-0.9810888427734459,STOP_LOSS,815
META,292.2366943359375,289.31432739257815,33,2022-01-24 00:00:00,2022-01-24 00:00:00,9643.81,96.4381,96.44,0.964381,-96.43810913085855,-0.9643810913085854,STOP_LOSS,1022
META,218.46559143066406,216.28093551635743,44,2022-02-14 00:00:00,2022-02-14 00:00:00,9612.49,96.1249,96.12,0.961249,-96.12486022949179,-0.9612486022949179,STOP_LOSS,1037
META,206.0926971435547,204.03177017211914,46,2022-02-18 00:00:00,2022-02-18 00:00:00,9480.26,94.8026,94.8,0.948026,-94.80264068603526,-0.9480264068603526,STOP_LOSS,1041
META,200.50653076171875,198.50146545410155,47,2022-02-23 00:00:00,2022-02-23 00:00:00,9423.81,94.2381,94.24,0.942381,-94.23806945800845,-0.9423806945800846,STOP_LOSS,1043
META,198.50225830078125,196.51723571777345,47,2022-03-07 00:00:00,2022-03-07 00:00:00,9329.61,93.2961,93.3,0.932961,-93.29606140136681,-0.932960614013668,STOP_LOSS,1051
META,186.14920043945312,184.2877084350586,50,2022-04-21 00:00:00,2022-04-21 00:00:00,9307.46,93.0746,93.07,0.930746,-93.07460021972673,-0.9307460021972673,STOP_LOSS,1083
META,182.67645263671875,180.84968811035156,50,2022-04-25 00:00:00,2022-04-25 00:00:00,9133.82,91.3382,91.34,0.913382,-91.33822631835926,-0.9133822631835925,STOP_LOSS,1085
META,179.54104614257812,177.74563568115235,51,2022-04-27 00:00:00,2022-04-27 00:00:00,9156.59,91.5659,91.57,0.915659,-91.5659335327145,-0.9156593353271449,STOP_LOSS,1087
