month_end,equity,monthly_return,monthly_pnl
1932-09-30,9458.84167900256,-0.00998066017684307,-95.3572123970298
1932-10-31,9437.94527219834,-0.002209192997765008,-20.896406804220533
1932-11-30,9437.94527219834,0.0,0.0
1932-12-31,9427.474397105698,-0.0011094443536864285,-10.470875092642018
1933-01-31,9427.474397105698,0.0,0.0
1933-02-28,9398.30295566859,-0.0030943007860156913,-29.171441437107205
1933-03-31,9390.055864805156,-0.0008775085142855854,-8.247090863435005
1933-04-30,9296.462468788148,-0.009967288519315942,-93.59339601700776
1933-05-31,9286.208987703869,-0.0011029443854265741,-10.253481084278974
1933-06-30,9235.827993564331,-0.005425356483603649,-50.380994139537506
1933-07-31,9219.695068742209,-0.0017467762320134694,-16.13292482212273
1933-08-31,9306.99145679324,0.009468468035021438,87.29638805103059
1933-09-30,9306.99145679324,0.0,0.0
1933-10-31,9306.99145679324,0.0,0.0
1933-11-30,9288.561427718028,-0.00198023487619714,-18.43002907521077
1933-12-31,9288.561427718028,0.0,0.0
1934-01-31,9281.655498676437,-0.000743487470619919,-6.905929041591662
1934-02-28,9281.655498676437,0.0,0.0
1934-03-31,9281.655498676437,0.0,0.0
1934-04-30,9281.655498676437,0.0,0.0
1934-05-31,9281.655498676437,0.0,0.0
1934-06-30,9281.655498676437,0.0,0.0
1934-07-31,9281.655498676437,0.0,0.0
1934-08-31,9281.655498676437,0.0,0.0
1934-09-30,9267.977690237729,-0.0014736388827034652,-13.67780843870787
1934-10-31,9267.977690237729,0.0,0.0
1934-11-30,9267.977690237729,0.0,0.0
1934-12-31,9263.681605452266,-0.00046354069129750375,-4.296084785462881
1935-01-31,9263.681605452266,0.0,0.0
1935-02-28,9263.681605452266,0.0,0.0
1935-03-31,9263.681605452266,0.0,0.0
1935-04-30,9295.82555041,0.0034698887900912467,32.143944957733765
1935-05-31,9304.28794904641,0.000910343959287907,8.462398636409489
1935-06-30,9304.28794904641,0.0,0.0
1935-07-31,9304.28794904641,0.0,0.0
1935-08-31,9296.602576742856,-0.0008260032735057932,-7.685372303552867
1935-09-30,9296.602576742856,0.0,0.0
1935-10-31,9296.602576742856,0.0,0.0
1935-11-30,9296.602576742856,0.0,0.0
1935-12-31,9296.602576742856,0.0,0.0
1936-01-31,9296.602576742856,0.0,0.0
1936-02-29,9296.602576742856,0.0,0.0
1936-03-31,9296.602576742856,0.0,0.0
1936-04-30,9296.602576742856,0.0,0.0
1936-05-31,9296.602576742856,0.0,0.0
1936-06-30,9296.602576742856,0.0,0.0
1936-07-31,9296.602576742856,0.0,0.0
1936-08-31,9296.602576742856,0.0,0.0
1936-09-30,9296.602576742856,0.0,0.0
1936-10-31,9287.49739627089,-0.0009794094559602007,-9.105180471966378
1936-11-30,9287.49739627089,0.0,0.0
1936-12-31,9287.49739627089,0.0,0.0
1937-01-31,9287.49739627089,0.0,0.0
1937-02-28,9287.49739627089,0.0,0.0
1937-03-31,9287.49739627089,0.0,0.0
1937-04-30,9287.49739627089,0.0,0.0
1937-05-31,9287.49739627089,0.0,0.0
1937-06-30,9287.49739627089,0.0,0.0
1937-07-31,9287.49739627089,0.0,0.0
1937-08-31,9287.49739627089,0.0,0.0
1937-09-30,9287.49739627089,0.0,0.0
1937-10-31,9255.239972518786,-0.003473209453071391,-32.25742375210393
1937-11-30,9255.239972518786,0.0,0.0
1937-12-31,9255.239972518786,0.0,0.0
1938-01-31,9255.239972518786,0.0,0.0
1938-02-28,9255.239972518786,0.0,0.0
1938-03-31,9255.239972518786,0.0,0.0
1938-04-30,9255.239972518786,0.0,0.0
1938-05-31,9247.450744365557,-0.0008416019656278806,-7.789228153229487
1938-06-30,9247.450744365557,0.0,0.0
1938-07-31,9247.450744365557,0.0,0.0
1938-08-31,9247.450744365557,0.0,0.0
1938-09-30,9247.450744365557,0.0,0.0
1938-10-31,9239.394681695938,-0.0008711657831242947,-8.056062669618768
1938-11-30,9239.394681695938,0.0,0.0
1938-12-31,9239.394681695938,0.0,0.0
1939-01-31,9239.394681695938,0.0,0.0
1939-02-28,9239.394681695938,0.0,0.0
1939-03-31,9239.394681695938,0.0,0.0
1939-04-30,9239.394681695938,0.0,0.0
1939-05-31,9239.394681695938,0.0,0.0
1939-06-30,9239.394681695938,0.0,0.0
1939-07-31,9239.394681695938,0.0,0.0
1939-08-31,9239.394681695938,0.0,0.0
1939-09-30,9239.394681695938,0.0,0.0
1939-10-31,9239.394681695938,0.0,0.0
1939-11-30,9239.394681695938,0.0,0.0
1939-12-31,9239.394681695938,0.0,0.0
1940-01-31,9239.394681695938,0.0,0.0
1940-02-29,9239.394681695938,0.0,0.0
1940-03-31,9235.136392789023,-0.0004608839706079504,-4.2582889069144585
1940-04-30,9235.136392789023,0.0,0.0
1940-05-31,9297.854865248952,0.006791288162121711,62.71847245992831
1940-06-30,9297.854865248952,0.0,0.0
1940-07-31,9294.884822806902,-0.00031943308269422044,-2.9700424420498166
1940-08-31,9294.884822806902,0.0,0.0
1940-09-30,9294.884822806902,0.0,0.0
1940-10-31,9294.884822806902,0.0,0.0
1940-11-30,9294.884822806902,0.0,0.0
1940-12-31,9288.23095010008,-0.0007158639223259211,-6.653872706821858
1941-01-31,9288.23095010008,0.0,0.0
1941-02-28,9288.23095010008,0.0,0.0
1941-03-31,9288.23095010008,0.0,0.0
1941-04-30,9288.23095010008,0.0,0.0
1941-05-31,9288.23095010008,0.0,0.0
1941-06-30,9288.23095010008,0.0,0.0
1941-07-31,9288.23095010008,0.0,0.0
1941-08-31,9288.23095010008,0.0,0.0
1941-09-30,9288.23095010008,0.0,0.0
1941-10-31,9288.23095010008,0.0,0.0
1941-11-30,9288.23095010008,0.0,0.0
1941-12-31,9288.23095010008,0.0,0.0
1942-01-31,9291.946330559049,0.0004000094828529033,3.715380458968866
1942-02-28,9291.946330559049,0.0,0.0
1942-03-31,9291.946330559049,0.0,0.0
1942-04-30,9291.946330559049,0.0,0.0
1942-05-31,9282.657221243177,-0.0009996946802547368,-9.289109315872338
1942-06-30,9274.267235597064,-0.0009038344782258401,-8.389985646112109
1942-07-31,9274.267235597064,0.0,0.0
1942-08-31,9253.895861010416,-0.002196548155142364,-20.371374586648017
1942-09-30,9229.429124986376,-0.0026439389843500027,-24.466736024040074
1942-10-31,9217.71610972936,-0.0012690942308996034,-11.713015257017105
1942-11-30,9213.691570987294,-0.000436609100796459,-4.024538742065488
1942-12-31,9174.42571330248,-0.004261685707871554,-39.265857684813454
1943-01-31,9120.973305760252,-0.005826240160702989,-53.452407542228684
1943-02-28,9097.38638558947,-0.002586009122062083,-23.586920170781013
1943-03-31,9072.557862909462,-0.00272919293824192,-24.828522680008973
1943-04-30,9066.76940716976,-0.0006380180569985905,-5.788455739701021
1943-05-31,9066.76940716976,0.0,0.0
1943-06-30,9066.76940716976,0.0,0.0
1943-07-31,9066.76940716976,0.0,0.0
1943-08-31,9070.881156347146,0.00045349660863047703,4.111749177385718
1943-09-30,9070.881156347146,0.0,0.0
1943-10-31,9070.881156347146,0.0,0.0
1943-11-30,9070.881156347146,0.0,0.0
1943-12-31,9070.881156347146,0.0,0.0
1944-01-31,9070.881156347146,0.0,0.0
1944-02-29,9070.881156347146,0.0,0.0
1944-03-31,9070.881156347146,0.0,0.0
1944-04-30,9070.881156347146,0.0,0.0
1944-05-31,9055.658208946645,-0.0016782214581049226,-15.222947400501653
1944-06-30,9055.658208946645,0.0,0.0
1944-07-31,9055.658208946645,0.0,0.0
1944-08-31,9055.658208946645,0.0,0.0
1944-09-30,9055.658208946645,0.0,0.0
1944-10-31,9055.658208946645,0.0,0.0
1944-11-30,9052.664763998448,-0.0003305607255847942,-2.993444948197066
1944-12-31,9052.664763998448,0.0,0.0
1945-01-31,9048.931410190726,-0.0004124038506947425,-3.733353807721869
1945-02-28,9048.931410190726,0.0,0.0
1945-03-31,9039.132076732643,-0.0010829271450821798,-9.799333458082401
1945-04-30,9034.670838914331,-0.0004935471437347294,-4.461237818311929
1945-05-31,9034.670838914331,0.0,0.0
1945-06-30,9034.670838914331,0.0,0.0
1945-07-31,9034.670838914331,0.0,0.0
1945-08-31,9034.670838914331,0.0,0.0
1945-09-30,9030.867882127224,-0.00042092920206093787,-3.8029567871071777
1945-10-31,9030.867882127224,0.0,0.0
1945-11-30,9030.867882127224,0.0,0.0
1945-12-31,9030.867882127224,0.0,0.0
1946-01-31,9021.861929619115,-0.0009972410875296323,-9.005952508108749
1946-02-28,9021.861929619115,0.0,0.0
1946-03-31,9021.861929619115,0.0,0.0
1946-04-30,9021.861929619115,0.0,0.0
1946-05-31,9021.861929619115,0.0,0.0
1946-06-30,9021.861929619115,0.0,0.0
1946-07-31,9021.861929619115,0.0,0.0
1946-08-31,9021.861929619115,0.0,0.0
1946-09-30,9021.861929619115,0.0,0.0
1946-10-31,9021.861929619115,0.0,0.0
1946-11-30,9021.861929619115,0.0,0.0
1946-12-31,9021.861929619115,0.0,0.0
1947-01-31,9021.861929619115,0.0,0.0
1947-02-28,9021.861929619115,0.0,0.0
1947-03-31,9021.861929619115,0.0,0.0
1947-04-30,9021.861929619115,0.0,0.0
1947-05-31,9021.861929619115,0.0,0.0
1947-06-30,9021.861929619115,0.0,0.0
1947-07-31,9021.861929619115,0.0,0.0
1947-08-31,9021.861929619115,0.0,0.0
1947-09-30,9021.861929619115,0.0,0.0
1947-10-31,9021.861929619115,0.0,0.0
1947-11-30,9021.861929619115,0.0,0.0
1947-12-31,9021.861929619115,0.0,0.0
1948-01-31,9021.861929619115,0.0,0.0
1948-02-29,9021.861929619115,0.0,0.0
1948-03-31,9021.861929619115,0.0,0.0
1948-04-30,9016.612220213898,-0.0005818875799886714,-5.2497094052178
1948-05-31,9016.612220213898,0.0,0.0
1948-06-30,9016.612220213898,0.0,0.0
1948-07-31,9016.612220213898,0.0,0.0
1948-08-31,9016.612220213898,0.0,0.0
1948-09-30,9016.612220213898,0.0,0.0
1948-10-31,9016.612220213898,0.0,0.0
1948-11-30,9016.612220213898,0.0,0.0
1948-12-31,9016.612220213898,0.0,0.0
1949-01-31,9016.612220213898,0.0,0.0
1949-02-28,9016.612220213898,0.0,0.0
1949-03-31,9016.612220213898,0.0,0.0
1949-04-30,9016.612220213898,0.0,0.0
1949-05-31,9016.612220213898,0.0,0.0
1949-06-30,9016.612220213898,0.0,0.0
1949-07-31,9016.612220213898,0.0,0.0
1949-08-31,9016.612220213898,0.0,0.0
1949-09-30,9016.612220213898,0.0,0.0
1949-10-31,9016.612220213898,0.0,0.0
1949-11-30,9016.612220213898,0.0,0.0
1949-12-31,9016.612220213898,0.0,0.0
1950-01-31,9016.612220213898,0.0,0.0
1950-02-28,9016.612220213898,0.0,0.0
1950-03-31,9011.378582055915,-0.0005804439661106775,-5.233638157982568
1950-04-30,9011.378582055915,0.0,0.0
1950-05-31,9011.378582055915,0.0,0.0
1950-06-30,9011.378582055915,0.0,0.0
1950-07-31,9011.378582055915,0.0,0.0
1950-08-31,9011.378582055915,0.0,0.0
1950-09-30,9011.378582055915,0.0,0.0
1950-10-31,9011.378582055915,0.0,0.0
1950-11-30,9011.378582055915,0.0,0.0
1950-12-31,9011.378582055915,0.0,0.0
1951-01-31,9011.378582055915,0.0,0.0
1951-02-28,9011.378582055915,0.0,0.0
1951-03-31,9011.378582055915,0.0,0.0
1951-04-30,9008.649676492563,-0.00030282886669374953,-2.728905563351873
1951-05-31,9008.649676492563,0.0,0.0
1951-06-30,9008.649676492563,0.0,0.0
1951-07-31,9008.649676492563,0.0,0.0
1951-08-31,8994.828844647964,-0.0015341735266567458,-13.820831844599525
1951-09-30,8994.828844647964,0.0,0.0
1951-10-31,8994.828844647964,0.0,0.0
1951-11-30,8994.828844647964,0.0,0.0
1951-12-31,8992.23098483591,-0.00028881703664662695,-2.597859812054594
1952-01-31,8993.012565182698,8.691728983678537e-05,0.7815803467892692
1952-02-29,8993.012565182698,0.0,0.0
1952-03-31,8990.645779230812,-0.00026318054542140423,-2.3667859518864134
1952-04-30,8990.645779230812,0.0,0.0
1952-05-31,8990.645779230812,0.0,0.0
1952-06-30,8990.645779230812,0.0,0.0
1952-07-31,8990.645779230812,0.0,0.0
1952-08-31,8990.645779230812,0.0,0.0
1952-09-30,8990.645779230812,0.0,0.0
1952-10-31,8990.645779230812,0.0,0.0
1952-11-30,8987.600167008686,-0.0003387534440697504,-3.045612222125783
1952-12-31,8987.600167008686,0.0,0.0
1953-01-31,8984.311269120502,-0.0003659372721381837,-3.288897888183783
1953-02-28,8984.311269120502,0.0,0.0
1953-03-31,8977.757911089639,-0.0007294224158715945,-6.553358030863819
1953-04-30,8977.757911089639,0.0,0.0
1953-05-31,8977.757911089639,0.0,0.0
1953-06-30,8977.757911089639,0.0,0.0
1953-07-31,8977.757911089639,0.0,0.0
1953-08-31,8977.757911089639,0.0,0.0
1953-09-30,8977.757911089639,0.0,0.0
1953-10-31,8977.757911089639,0.0,0.0
1953-11-30,8977.757911089639,0.0,0.0
1953-12-31,8978.252155492934,5.505209743783546e-05,0.49424440329494246
1954-01-31,8970.986377866897,-0.0008092641530000888,-7.265777626036652
1954-02-28,8970.986377866897,0.0,0.0
1954-03-31,8970.986377866897,0.0,0.0
1954-04-30,8960.431889943138,-0.0011765136495802686,-10.554487923758643
1954-05-31,8960.431889943138,0.0,0.0
1954-06-30,8938.445118730153,-0.002453762439471485,-21.98677121298533
1954-07-31,8938.445118730153,0.0,0.0
1954-08-31,8938.445118730153,0.0,0.0
1954-09-30,8891.188519260288,-0.005286892612993865,-47.25659946986525
1954-10-31,8891.188519260288,0.0,0.0
1954-11-30,8865.848266534415,-0.002850041102039458,-25.340252725873142
1954-12-31,8865.848266534415,0.0,0.0
1955-01-31,8860.753579442042,-0.0005746418096961303,-5.094687092372624
1955-02-28,8860.753579442042,0.0,0.0
1955-03-31,8860.753579442042,0.0,0.0
1955-04-30,8840.611706300344,-0.002273155771810309,-20.141873141697943
1955-05-31,8840.611706300344,0.0,0.0
1955-06-30,8837.234401070611,-0.00038202166794931713,-3.377305229732883
1955-07-31,8837.234401070611,0.0,0.0
1955-08-31,8833.861943064978,-0.00038161916416123987,-3.3724580056332343
1955-09-30,8830.907740076762,-0.000334418061687658,-2.9542029882159113
1955-10-31,8830.907740076762,0.0,0.0
1955-11-30,8823.61099866637,-0.0008262730882440117,-7.296741410391405
1955-12-31,8823.61099866637,0.0,0.0
1956-01-31,8823.61099866637,0.0,0.0
1956-02-29,8823.61099866637,0.0,0.0
1956-03-31,8809.55633868614,-0.0015928467361441268,-14.054659980231008
1956-04-30,8809.55633868614,0.0,0.0
1956-05-31,8809.55633868614,0.0,0.0
1956-06-30,8806.044325413173,-0.00039865949407047463,-3.5120132729662146
1956-07-31,8788.922582170639,-0.0019443171769103484,-17.12174324253465
1956-08-31,8788.922582170639,0.0,0.0
1956-09-30,8788.922582170639,0.0,0.0
1956-10-31,8788.922582170639,0.0,0.0
1956-11-30,8788.922582170639,0.0,0.0
1956-12-31,8788.922582170639,0.0,0.0
1957-01-31,8788.922582170639,0.0,0.0
1957-02-28,8788.922582170639,0.0,0.0
1957-03-31,8771.701602124773,-0.0019593960334569616,-17.220980045865872
1957-04-30,8722.89522036295,-0.00556407228330702,-48.806381761822195
1957-05-31,8723.45771154555,6.44844593900018e-05,0.5624911825998424
1957-06-30,8723.45771154555,0.0,0.0
1957-07-31,8723.45771154555,0.0,0.0
1957-08-31,8723.45771154555,0.0,0.0
1957-09-30,8723.45771154555,0.0,0.0
1957-10-31,8723.45771154555,0.0,0.0
1957-11-30,8723.45771154555,0.0,0.0
1957-12-31,8723.45771154555,0.0,0.0
1958-01-31,8710.935822311278,-0.0014354272867855844,-12.521889234272749
1958-02-28,8714.832164872183,0.00044729322318337594,3.8963425609053957
1958-03-31,8712.965215164062,-0.00021422669683146545,-1.8669497081209556
1958-04-30,8702.603725513882,-0.0011892036056964095,-10.361489650180374
1958-05-31,8702.603725513882,0.0,0.0
1958-06-30,8693.091490196106,-0.0010930332596770231,-9.512235317775776
1958-07-31,8693.091490196106,0.0,0.0
1958-08-31,8693.091490196106,0.0,0.0
1958-09-30,8693.091490196106,0.0,0.0
1958-10-31,8693.091490196106,0.0,0.0
1958-11-30,8693.091490196106,0.0,0.0
1958-12-31,8693.091490196106,0.0,0.0
1959-01-31,8693.091490196106,0.0,0.0
1959-02-28,8693.091490196106,0.0,0.0
1959-03-31,8693.091490196106,0.0,0.0
1959-04-30,8693.091490196106,0.0,0.0
1959-05-31,8693.091490196106,0.0,0.0
1959-06-30,8689.8971984328,-0.00036745175946995,-3.194291763305955
1959-07-31,8689.8971984328,0.0,0.0
1959-08-31,8689.8971984328,0.0,0.0
1959-09-30,8689.8971984328,0.0,0.0
1959-10-31,8689.8971984328,0.0,0.0
1959-11-30,8689.8971984328,0.0,0.0
1959-12-31,8684.989580646394,-0.0005647498093868109,-4.907617786406263
1960-01-31,8684.989580646394,0.0,0.0
1960-02-29,8684.989580646394,0.0,0.0
1960-03-31,8684.989580646394,0.0,0.0
1960-04-30,8685.704015083193,8.226082831352954e-05,0.7144344367989106
1960-05-31,8676.19182049167,-0.0010951552775693152,-9.51219459152344
1960-06-30,8667.430059345123,-0.001009862544285034,-8.761761146546633
1960-07-31,8667.430059345123,0.0,0.0
1960-08-31,8667.430059345123,0.0,0.0
1960-09-30,8667.430059345123,0.0,0.0
1960-10-31,8667.430059345123,0.0,0.0
1960-11-30,8667.430059345123,0.0,0.0
1960-12-31,8667.430059345123,0.0,0.0
1961-01-31,8664.871383987303,-0.00029520576921882036,-2.5586753578190837
1961-02-28,8664.871383987303,0.0,0.0
1961-03-31,8639.931627944821,-0.0028782603846343457,-24.93975604248226
1961-04-30,8637.147290897788,-0.00032226378250810317,-2.78433704703275
1961-05-31,8637.147290897788,0.0,0.0
1961-06-30,8637.147290897788,0.0,0.0
1961-07-31,8637.147290897788,0.0,0.0
1961-08-31,8637.147290897788,0.0,0.0
1961-09-30,8637.147290897788,0.0,0.0
1961-10-31,8629.921260480482,-0.0008366223446162335,-7.226030417306902
1961-11-30,8606.597731981423,-0.002702635145220289,-23.32352849905874
1961-12-31,8606.597731981423,0.0,0.0
1962-01-31,8599.908771935472,-0.0007771898088247964,-6.688960045950807
1962-02-28,8490.391983897489,-0.012734645325003346,-109.51678803798313
1962-03-31,8427.687704524318,-0.007385322078426126,-62.70427937317072
1962-04-30,8421.151540418221,-0.000775558413559696,-6.536164106097203
1962-05-31,8421.151540418221,0.0,0.0
1962-06-30,8421.151540418221,0.0,0.0
1962-07-31,8491.069654592111,0.008302678539664043,69.91811417388999
1962-08-31,8470.907262250497,-0.002374540919083068,-20.162392341613668
1962-09-30,8470.907262250497,0.0,0.0
1962-10-31,8470.907262250497,0.0,0.0
1962-11-30,8731.129085851266,0.030719474968214255,260.2218236007684
1962-12-31,8885.326758078309,0.017660679473508134,154.19767222704286
1963-01-31,8921.428343769481,0.004063056618412997,36.10158569117266
1963-02-28,8891.161380654332,-0.003392614046638265,-30.266963115149338
1963-03-31,8921.351855305124,0.0033955603051454286,30.190474650791657
1963-04-30,8980.208917885779,0.0065973255550564325,58.85706258065511
1963-05-31,8866.810724199428,-0.012627567434483344,-113.39819368635108
1963-06-30,8744.586833964619,-0.013784425317801552,-122.223890234809
1963-07-31,8661.02836749908,-0.009555450480632333,-83.558466465538
1963-08-31,8797.05703827545,0.015705833649826584,136.02867077636984
1963-09-30,8706.857171536994,-0.010253413879892093,-90.19986673845597
1963-10-31,8763.96619244153,0.006559085532174214,57.10902090453601
1963-11-30,8718.47691272177,-0.0051904900955680455,-45.489279719760816
1963-12-31,8884.867247766631,0.019084793905007613,166.39033504486179
1964-01-31,9070.65765603733,0.020910881737417064,185.79040827069912
1964-02-29,9219.727048247069,0.016434243013296657,149.069392209738
1964-03-31,9309.724575533057,0.009761409075890182,89.99752728598833
1964-04-30,9316.799406912536,0.0007599399232576243,7.074831379479292
1964-05-31,9188.984017431943,-0.013718808777374858,-127.81538948059278
1964-06-30,9326.21088455732,0.014933845446357452,137.22686712537688
1964-07-31,9204.670744181907,-0.013032102949405044,-121.5401403754131
1964-08-31,9192.845007422173,-0.0012847539133552521,-11.825736759734355
1964-09-30,9297.748013855937,0.011411375515312905,104.90300643376395
1964-10-31,9268.184718289918,-0.0031796189272887965,-29.563295566018496
1964-11-30,9175.615293437271,-0.009987870080963024,-92.56942485264699
1964-12-31,9231.375270450995,0.006076974157101622,55.75997701372398
1965-01-31,9251.985114337233,0.0022325865087737817,20.609843886237286
1965-02-28,9255.852803039406,0.00041803879431023816,3.8676887021738366
1965-03-31,9179.456103232103,-0.008253880159180604,-76.39669980730287
1965-04-30,9182.03877492618,0.0002813534554806374,2.582671694077362
1965-05-31,9069.68191803509,-0.012236591419969689,-112.3568568910905
1965-06-30,9069.112443585933,-6.278880056698188e-05,-0.5694744491574966
1965-07-31,9004.577812957617,-0.007115870602525942,-64.53463062831543
1965-08-31,9188.699888730582,0.020447607827655423,184.1220757729643
1965-09-30,9346.737919714644,0.017199172124218176,158.03803098406206
1965-10-31,9299.545136070104,-0.005049118104081818,-47.192783644539304
1965-11-30,9161.133819342327,-0.014883665244111999,-138.41131672777738
1965-12-31,9208.698055706418,0.005191959565492565,47.5642363640909
1966-01-31,9071.236577474168,-0.014927352096974045,-137.46147823224965
1966-02-28,8972.670527835144,-0.010865778749921007,-98.56604963902464
1966-03-31,9001.709013073356,0.003236325812714158,29.03848523821216
1966-04-30,8907.9251607174,-0.010418449676583896,-93.7838523559567
1966-05-31,8828.295334362421,-0.008939211423343973,-79.62982635497792
1966-06-30,8803.581466782553,-0.0027993929341800783,-24.713867579868747
1966-07-31,8769.274127577492,-0.0038969752633639665,-34.307339205061
1966-08-31,8769.274127577492,0.0,0.0
1966-09-30,8683.85248460918,-0.009741016385800716,-85.42164296831106
1966-10-31,8932.910770077142,0.028680621407304985,249.05828546796147
1966-11-30,8831.31654857511,-0.011373025446794416,-101.59422150203136
1966-12-31,8788.31572800648,-0.004869129119323468,-43.00082056862993
1967-01-31,9013.621481921447,0.0256369662729532,225.30575391496677
1967-02-28,8943.296311731456,-0.007802099337213431,-70.3251701899917
1967-03-31,9001.684698406603,0.0065287322078948495,58.38838667514756
1967-04-30,9034.258542454152,0.0036186386369780887,32.573844047548846
1967-05-31,8890.854397918542,-0.01587337177276038,-143.4041445356106
1967-06-30,8883.833757157301,-0.0007896474789739205,-7.020640761240429
1967-07-31,8876.666541297753,-0.000806770596509021,-7.167215859548378
1967-08-31,8797.98767161217,-0.008863560360134803,-78.67886968558196
1967-09-30,8702.73064642645,-0.010827137834380052,-95.25702518572143
1967-10-31,8627.703720706233,-0.00862107868994244,-75.02692572021624
1967-11-30,8677.27572200105,0.005745677285584838,49.5720012948168
1967-12-31,8538.342893392126,-0.016011111443268167,-138.93282860892396
1968-01-31,8392.428950058908,-0.017089257851911954,-145.9139433332184
1968-02-29,8383.841242186245,-0.0010232684630118172,-8.587707872662577
1968-03-31,8383.841242186245,0.0,0.0
1968-04-30,8521.281188375035,0.016393433775584,137.4399461887897
1968-05-31,8455.519054747274,-0.007717399786956403,-65.7621336277607
1968-06-30,8371.590721054994,-0.00992586417804342,-83.92833369227992
1968-07-31,8311.093512654814,-0.007226489016958992,-60.49720840018017
1968-08-31,8471.132572595698,0.01925607739790225,160.03905994088382
1968-09-30,8666.70990184549,0.023087506608324038,195.57732924979246
1968-10-31,8662.121301939662,-0.000529451194028252,-4.588599905828232
1968-11-30,8687.61122311712,0.0029426880886267437,25.48992117745729
1968-12-31,8560.59262378676,-0.014620658782746987,-127.01859933035848
1969-01-31,8414.487792413818,-0.01706713983410102,-146.1048313729425
1969-02-28,8439.08619978861,0.0029233398373895714,24.59840737479135
1969-03-31,8432.515978339985,-0.0007785465503112876,-6.570221448624579
1969-04-30,8420.505259995434,-0.0014243338969534003,-12.010718344550696
1969-05-31,8314.786610448402,-0.012554905707296005,-105.71864954703233
1969-06-30,8257.604179618673,-0.0068771976370233245,-57.18243082972913
1969-07-31,8246.809965393993,-0.0013071847463119735,-10.794214224679308
1969-08-31,8257.159815046967,0.0012550125074306528,10.349849652973717
1969-09-30,8232.434021947427,-0.0029944670629339365,-24.72579309954017
1969-10-31,8152.117876784027,-0.009756063024529471,-80.3161451633996
1969-11-30,8085.425945901984,-0.00818093308880774,-66.69193088204338
1969-12-31,8052.416322270916,-0.004082607873961086,-33.00962363106828
1970-01-31,8026.876575479621,-0.0031716873257854328,-25.53974679129442
1970-02-28,8035.20802775013,0.0010379444846528862,8.331452270508635
1970-03-31,7949.793218873004,-0.010630068142870819,-85.41480887712623
1970-04-30,7942.055800463929,-0.0009732854925970091,-7.737418409074962
1970-05-31,7928.205191997917,-0.0017439575865486612,-13.85060846601209
1970-06-30,7745.840387435755,-0.023002028850896306,-182.36480456216213
1970-07-31,7643.609201836562,-0.013198204518262258,-102.23118559919294
1970-08-31,7670.64395111286,0.0035369088819718897,27.0347492762985
1970-09-30,7737.500963912803,0.008715958298421977,66.85701279994282
1970-10-31,7667.949960089386,-0.008988820052856616,-69.55100382341698
1970-11-30,7681.788749548615,0.001804757403381263,13.838789459228792
1970-12-31,7898.626876719725,0.028227556659098596,216.8381271711105
1971-01-31,8096.970467566195,0.025111148297315422,198.34359084646985
1971-02-28,8084.050290298303,-0.001595680423887691,-12.92017726789254
1971-03-31,8173.42774586907,0.011056024190996272,89.37745557076778
