Date,equity
1929-04-12,9994.770138925825
1929-04-15,9994.770138925825
1929-04-16,9994.770138925825
1929-04-17,9994.770138925825
1929-04-18,9994.770138925825
1929-04-19,9994.770138925825
1929-04-22,9994.770138925825
1929-04-23,9994.770138925825
1929-04-24,9994.770138925825
1929-04-25,9994.770138925825
1929-04-26,9994.770138925825
1929-04-29,9994.770138925825
1929-04-30,9994.770138925825
1929-05-01,9990.68190626417
1929-05-02,9990.68190626417
1929-05-03,9994.479577783857
1929-05-06,9994.479577783857
1929-05-07,9994.479577783857
1929-05-08,9994.479577783857
1929-05-09,9994.479577783857
1929-05-10,9994.479577783857
1929-05-13,9994.479577783857
1929-05-14,9994.479577783857
1929-05-15,9994.479577783857
1929-05-16,9994.479577783857
1929-05-17,9994.479577783857
1929-05-20,9994.479577783857
1929-05-21,9994.479577783857
1929-05-22,9994.479577783857
1929-05-23,9994.479577783857
1929-05-24,9994.479577783857
1929-05-27,9994.479577783857
1929-05-28,9994.479577783857
1929-05-29,9994.479577783857
1929-05-31,9994.479577783857
1929-06-03,9994.479577783857
1929-06-04,9994.479577783857
1929-06-05,9994.479577783857
1929-06-06,9994.479577783857
1929-06-07,9994.479577783857
1929-06-10,9994.479577783857
1929-06-11,9994.479577783857
1929-06-12,9994.479577783857
1929-06-13,9994.479577783857
1929-06-14,9994.479577783857
1929-06-17,9989.082595096588
1929-06-18,9984.175982765742
1929-06-19,9984.175982765742
1929-06-20,9979.251112977165
1929-06-21,9979.251112977165
1929-06-24,9979.251112977165
1929-06-25,9979.251112977165
1929-06-26,9979.251112977165
1929-06-27,9979.251112977165
1929-06-28,9979.251112977165
1929-07-01,9979.251112977165
1929-07-02,9979.251112977165
1929-07-03,9979.251112977165
1929-07-05,9979.251112977165
1929-07-08,9979.251112977165
1929-07-09,9979.251112977165
1929-07-10,9979.251112977165
1929-07-11,9979.251112977165
1929-07-12,9979.251112977165
1929-07-15,9979.251112977165
1929-07-16,9979.251112977165
1929-07-17,9979.251112977165
1929-07-18,9979.251112977165
1929-07-19,9979.251112977165
1929-07-22,9979.251112977165
1929-07-23,9979.251112977165
1929-07-24,9979.251112977165
1929-07-25,9979.251112977165
1929-07-26,9979.251112977165
1929-07-29,9979.251112977165
1929-07-30,9979.251112977165
1929-07-31,9979.251112977165
1929-08-01,9979.251112977165
1929-08-02,9979.251112977165
1929-08-05,9979.251112977165
1929-08-06,9979.251112977165
1929-08-07,9979.251112977165
1929-08-08,9979.251112977165
1929-08-09,9979.251112977165
1929-08-12,9979.251112977165
1929-08-13,9979.251112977165
1929-08-14,9979.251112977165
1929-08-15,9979.251112977165
1929-08-16,9979.251112977165
1929-08-19,9979.251112977165
1929-08-20,9979.251112977165
1929-08-21,9979.251112977165
1929-08-22,9979.251112977165
1929-08-23,9979.251112977165
1929-08-26,9979.251112977165
1929-08-27,9979.251112977165
1929-08-28,9979.251112977165
1929-08-29,9979.251112977165
1929-08-30,9979.251112977165
1929-09-03,9979.251112977165
1929-09-04,9979.251112977165
1929-09-05,9979.251112977165
1929-09-06,9979.251112977165
1929-09-09,9979.251112977165
1929-09-10,9979.251112977165
1929-09-11,9979.251112977165
1929-09-12,9979.251112977165
1929-09-13,9979.251112977165
1929-09-16,9979.251112977165
1929-09-17,9979.251112977165
1929-09-18,9979.251112977165
1929-09-19,9979.251112977165
1929-09-20,9979.251112977165
1929-09-23,9979.251112977165
1929-09-24,9979.251112977165
1929-09-25,9979.251112977165
1929-09-26,9979.251112977165
1929-09-27,9979.251112977165
1929-09-30,9979.251112977165
1929-10-01,9979.251112977165
1929-10-02,9979.251112977165
1929-10-03,9979.251112977165
1929-10-04,9979.251112977165
1929-10-07,9979.251112977165
1929-10-08,9979.251112977165
1929-10-09,9979.251112977165
1929-10-10,9979.251112977165
1929-10-11,9979.251112977165
1929-10-14,9979.251112977165
1929-10-15,9979.251112977165
1929-10-16,9979.251112977165
1929-10-17,9979.251112977165
1929-10-18,9979.251112977165
1929-10-21,9979.251112977165
1929-10-22,9979.251112977165
1929-10-23,9979.251112977165
1929-10-24,9979.251112977165
1929-10-25,9979.251112977165
1929-10-28,9979.251112977165
1929-10-29,9979.251112977165
1929-10-30,9979.251112977165
1929-10-31,9979.251112977165
1929-11-04,9979.251112977165
1929-11-06,9979.251112977165
1929-11-07,9979.251112977165
1929-11-08,9979.251112977165
1929-11-11,9979.251112977165
1929-11-12,9979.251112977165
1929-11-13,9979.251112977165
1929-11-14,9979.251112977165
1929-11-15,9979.251112977165
1929-11-18,9979.251112977165
1929-11-19,10035.261896699634
1929-11-20,10007.873440871648
1929-11-21,10007.873440871648
1929-11-22,10007.873440871648
1929-11-25,10007.873440871648
1929-11-26,10007.873440871648
1929-11-27,10007.873440871648
1929-12-02,10007.873440871648
1929-12-03,10007.873440871648
1929-12-04,9994.16658848572
1929-12-05,9981.845549568177
1929-12-06,9981.845549568177
1929-12-09,9981.845549568177
1929-12-10,9981.845549568177
1929-12-11,9981.845549568177
1929-12-12,9981.845549568177
1929-12-13,9981.845549568177
1929-12-16,9981.845549568177
1929-12-17,9981.845549568177
1929-12-18,9981.845549568177
1929-12-19,9981.845549568177
1929-12-20,9981.845549568177
1929-12-23,9981.845549568177
1929-12-24,9981.845549568177
1929-12-26,9981.845549568177
1929-12-27,9981.845549568177
1929-12-30,9981.845549568177
1929-12-31,9981.845549568177
1930-01-02,9981.845549568177
1930-01-03,9981.845549568177
1930-01-06,9981.845549568177
1930-01-07,9981.845549568177
1930-01-08,9981.845549568177
1930-01-09,9981.845549568177
1930-01-10,9981.845549568177
1930-01-13,9981.845549568177
1930-01-14,9981.845549568177
1930-01-15,9981.845549568177
1930-01-16,9981.845549568177
1930-01-17,9981.845549568177
1930-01-20,9981.845549568177
1930-01-21,9981.845549568177
1930-01-22,9981.845549568177
1930-01-23,9981.845549568177
1930-01-24,9981.845549568177
1930-01-27,9981.845549568177
1930-01-28,9981.845549568177
1930-01-29,9981.845549568177
1930-01-30,9981.845549568177
1930-01-31,9981.845549568177
1930-02-03,9981.845549568177
1930-02-04,9981.845549568177
1930-02-05,9981.845549568177
1930-02-06,9981.845549568177
1930-02-07,9981.845549568177
1930-02-10,9981.845549568177
1930-02-11,9981.845549568177
1930-02-13,9981.845549568177
1930-02-14,9981.845549568177
1930-02-17,9981.845549568177
1930-02-18,9981.845549568177
1930-02-19,9981.845549568177
1930-02-20,9981.845549568177
1930-02-21,9981.845549568177
1930-02-24,9981.845549568177
1930-02-25,9981.845549568177
1930-02-26,9981.845549568177
1930-02-27,9981.845549568177
1930-02-28,9981.845549568177
1930-03-03,9981.845549568177
1930-03-04,9981.845549568177
1930-03-05,9981.845549568177
1930-03-06,9981.845549568177
1930-03-07,9981.845549568177
1930-03-10,9981.845549568177
1930-03-11,9981.845549568177
1930-03-12,9981.845549568177
1930-03-13,9981.845549568177
1930-03-14,9981.845549568177
1930-03-17,9981.845549568177
1930-03-18,9981.845549568177
1930-03-19,9981.845549568177
1930-03-20,9981.845549568177
1930-03-21,9981.845549568177
1930-03-24,9981.845549568177
1930-03-25,9981.845549568177
1930-03-26,9981.845549568177
1930-03-27,9981.845549568177
1930-03-28,9981.845549568177
1930-03-31,9981.845549568177
1930-04-01,9981.845549568177
1930-04-02,9981.845549568177
1930-04-03,9981.845549568177
1930-04-04,9981.845549568177
1930-04-07,9981.845549568177
1930-04-08,9981.845549568177
1930-04-09,9981.845549568177
1930-04-10,9981.845549568177
1930-04-11,9981.845549568177
1930-04-14,9981.845549568177
1930-04-15,9981.845549568177
1930-04-16,9981.845549568177
1930-04-17,9981.845549568177
1930-04-21,9981.845549568177
1930-04-22,9981.845549568177
1930-04-23,9981.845549568177
1930-04-24,9981.845549568177
1930-04-25,9981.845549568177
1930-04-28,9981.845549568177
1930-04-29,9981.845549568177
1930-04-30,9981.845549568177
1930-05-01,9981.845549568177
1930-05-02,9981.845549568177
1930-05-05,9981.845549568177
1930-05-06,9981.845549568177
1930-05-07,9981.845549568177
1930-05-08,9981.845549568177
1930-05-09,9981.845549568177
1930-05-12,9981.845549568177
1930-05-13,9981.845549568177
1930-05-14,9981.845549568177
1930-05-15,9981.845549568177
1930-05-16,9981.845549568177
1930-05-19,9981.845549568177
1930-05-20,9981.845549568177
1930-05-21,9981.845549568177
1930-05-22,9981.845549568177
1930-05-23,9981.845549568177
1930-05-26,9981.845549568177
1930-05-27,9981.845549568177
1930-05-28,9981.845549568177
1930-05-29,9981.845549568177
1930-06-02,9981.845549568177
1930-06-03,9981.845549568177
1930-06-04,9981.845549568177
1930-06-05,9981.845549568177
1930-06-06,9981.845549568177
1930-06-09,9981.845549568177
1930-06-10,9981.845549568177
1930-06-11,9981.845549568177
1930-06-12,9981.845549568177
1930-06-13,9981.845549568177
1930-06-16,9981.845549568177
1930-06-17,9981.845549568177
1930-06-18,9981.845549568177
1930-06-19,9981.845549568177
1930-06-20,9981.845549568177
1930-06-23,9981.845549568177
1930-06-24,9981.845549568177
1930-06-25,9981.845549568177
1930-06-26,9981.845549568177
1930-06-27,9981.845549568177
1930-06-30,9981.845549568177
1930-07-01,9981.845549568177
1930-07-02,9981.845549568177
1930-07-03,9981.845549568177
1930-07-07,9981.845549568177
1930-07-08,9981.845549568177
1930-07-09,9981.845549568177
1930-07-10,9981.845549568177
1930-07-11,9981.845549568177
1930-07-14,9981.845549568177
1930-07-15,9981.845549568177
1930-07-16,9981.845549568177
1930-07-17,9981.845549568177
1930-07-18,9981.845549568177
1930-07-21,9981.845549568177
1930-07-22,9981.845549568177
1930-07-23,9981.845549568177
1930-07-24,9981.845549568177
1930-07-25,9981.845549568177
1930-07-28,9981.845549568177
1930-07-29,9981.845549568177
1930-07-30,9981.845549568177
1930-07-31,9981.845549568177
1930-08-01,9981.845549568177
1930-08-04,9981.845549568177
1930-08-05,9981.845549568177
1930-08-06,9981.845549568177
1930-08-07,9981.845549568177
1930-08-08,9981.845549568177
1930-08-11,9981.845549568177
1930-08-12,9981.845549568177
1930-08-13,9981.845549568177
1930-08-14,9981.845549568177
1930-08-15,9981.845549568177
1930-08-18,9981.845549568177
1930-08-19,9981.845549568177
1930-08-20,9981.845549568177
1930-08-21,9981.845549568177
1930-08-22,9981.845549568177
1930-08-25,9981.845549568177
1930-08-26,9981.845549568177
1930-08-27,9981.845549568177
1930-08-28,9981.845549568177
1930-08-29,9981.845549568177
1930-09-02,9981.845549568177
1930-09-03,9981.845549568177
1930-09-04,9981.845549568177
1930-09-05,9981.845549568177
1930-09-08,9981.845549568177
1930-09-09,9981.845549568177
1930-09-10,9981.845549568177
1930-09-11,9981.845549568177
1930-09-12,9981.845549568177
1930-09-15,9981.845549568177
1930-09-16,9981.845549568177
1930-09-17,9981.845549568177
1930-09-18,9981.845549568177
1930-09-19,9981.845549568177
1930-09-22,9981.845549568177
1930-09-23,9981.845549568177
1930-09-24,9981.845549568177
1930-09-25,9981.845549568177
1930-09-26,9981.845549568177
1930-09-29,9981.845549568177
1930-09-30,9981.845549568177
1930-10-01,9981.845549568177
1930-10-02,9981.845549568177
1930-10-03,9981.845549568177
1930-10-06,9981.845549568177
1930-10-07,9981.845549568177
1930-10-08,9981.845549568177
1930-10-09,9981.845549568177
1930-10-10,9981.845549568177
1930-10-14,9981.845549568177
1930-10-15,9981.845549568177
1930-10-16,9981.845549568177
1930-10-17,9981.845549568177
1930-10-20,9981.845549568177
1930-10-21,9981.845549568177
1930-10-22,9981.845549568177
1930-10-23,9981.845549568177
1930-10-24,9981.845549568177
1930-10-27,9981.845549568177
1930-10-28,9981.845549568177
1930-10-29,9981.845549568177
1930-10-30,9981.845549568177
1930-10-31,9981.845549568177
1930-11-03,9981.845549568177
1930-11-05,9981.845549568177
1930-11-06,9981.845549568177
1930-11-07,9981.845549568177
1930-11-10,9981.845549568177
1930-11-11,9981.845549568177
1930-11-12,9981.845549568177
1930-11-13,9981.845549568177
1930-11-14,9981.845549568177
1930-11-17,9981.845549568177
1930-11-18,9981.845549568177
1930-11-19,9981.845549568177
1930-11-20,9981.845549568177
1930-11-21,9981.845549568177
1930-11-24,9981.845549568177
1930-11-25,9981.845549568177
1930-11-26,9981.845549568177
1930-11-28,9981.845549568177
1930-12-01,9981.845549568177
1930-12-02,9981.845549568177
1930-12-03,9981.845549568177
1930-12-04,9981.845549568177
1930-12-05,9981.845549568177
1930-12-08,9981.845549568177
1930-12-09,9981.845549568177
1930-12-10,9981.845549568177
1930-12-11,9981.845549568177
1930-12-12,9981.845549568177
1930-12-15,9981.845549568177
1930-12-16,9981.845549568177
1930-12-17,9981.845549568177
1930-12-18,9981.845549568177
1930-12-19,9981.845549568177
1930-12-22,9981.845549568177
1930-12-23,9981.845549568177
1930-12-24,9981.845549568177
1930-12-26,9981.845549568177
1930-12-29,9981.845549568177
1930-12-30,9981.845549568177
1930-12-31,9981.845549568177
1931-01-02,9981.845549568177
1931-01-05,9981.845549568177
1931-01-06,9981.845549568177
1931-01-07,9981.845549568177
1931-01-08,9981.845549568177
1931-01-09,9981.845549568177
1931-01-12,9981.845549568177
1931-01-13,9981.845549568177
1931-01-14,9981.845549568177
1931-01-15,9981.845549568177
1931-01-16,9981.845549568177
1931-01-19,9981.845549568177
1931-01-20,9981.845549568177
1931-01-21,9981.845549568177
1931-01-22,9981.845549568177
1931-01-23,9981.845549568177
1931-01-26,9981.845549568177
1931-01-27,9981.845549568177
1931-01-28,9981.845549568177
1931-01-29,9981.845549568177
1931-01-30,9981.845549568177
1931-02-02,9981.845549568177
1931-02-03,9981.845549568177
1931-02-04,9981.845549568177
1931-02-05,9981.845549568177
1931-02-06,9981.845549568177
1931-02-09,9981.845549568177
1931-02-10,9981.845549568177
1931-02-11,9981.845549568177
1931-02-13,9981.845549568177
1931-02-16,9981.845549568177
1931-02-17,9981.845549568177
1931-02-18,9981.845549568177
1931-02-19,9981.845549568177
1931-02-20,9981.845549568177
1931-02-24,9981.845549568177
1931-02-25,9981.845549568177
1931-02-26,9981.845549568177
1931-02-27,9981.845549568177
1931-03-02,9981.845549568177
1931-03-03,9981.845549568177
1931-03-04,9981.845549568177
1931-03-05,9981.845549568177
1931-03-06,9981.845549568177
1931-03-09,9981.845549568177
1931-03-10,9981.845549568177
1931-03-11,9981.845549568177
1931-03-12,9981.845549568177
1931-03-13,9981.845549568177
1931-03-16,9981.845549568177
1931-03-17,9981.845549568177
1931-03-18,9981.845549568177
1931-03-19,9981.845549568177
1931-03-20,9981.845549568177
1931-03-23,9981.845549568177
1931-03-24,9981.845549568177
1931-03-25,9981.845549568177
1931-03-26,9981.845549568177
1931-03-27,9981.845549568177
1931-03-30,9981.845549568177
1931-03-31,9981.845549568177
1931-04-01,9981.845549568177
1931-04-02,9981.845549568177
1931-04-06,9981.845549568177
1931-04-07,9981.845549568177
1931-04-08,9981.845549568177
1931-04-09,9981.845549568177
1931-04-10,9981.845549568177
1931-04-13,9981.845549568177
1931-04-14,9981.845549568177
1931-04-15,9981.845549568177
1931-04-16,9981.845549568177
1931-04-17,9981.845549568177
1931-04-20,9981.845549568177
1931-04-21,9981.845549568177
1931-04-22,9981.845549568177
1931-04-23,9981.845549568177
1931-04-24,9981.845549568177
1931-04-27,9981.845549568177
1931-04-28,9981.845549568177
1931-04-29,9981.845549568177
1931-04-30,9981.845549568177
1931-05-01,9981.845549568177
1931-05-04,9981.845549568177
1931-05-05,9981.845549568177
1931-05-06,9981.845549568177
1931-05-07,9981.845549568177
1931-05-08,9981.845549568177
1931-05-11,9981.845549568177
1931-05-12,9981.845549568177
1931-05-13,9981.845549568177
1931-05-14,9981.845549568177
1931-05-15,9981.845549568177
1931-05-18,9981.845549568177
1931-05-19,9981.845549568177
1931-05-20,9981.845549568177
1931-05-21,9981.845549568177
1931-05-22,9981.845549568177
1931-05-25,9981.845549568177
1931-05-26,9981.845549568177
1931-05-27,9981.845549568177
1931-05-28,9981.845549568177
1931-05-29,9981.845549568177
1931-06-01,9981.845549568177
1931-06-02,9981.845549568177
1931-06-03,9981.845549568177
1931-06-04,9981.845549568177
1931-06-05,9981.845549568177
1931-06-08,9981.845549568177
1931-06-09,9981.845549568177
1931-06-10,9981.845549568177
1931-06-11,9981.845549568177
1931-06-12,9981.845549568177
1931-06-15,9981.845549568177
1931-06-16,9981.845549568177
1931-06-17,9981.845549568177
1931-06-18,9981.845549568177
1931-06-19,9981.845549568177
1931-06-22,9981.845549568177
1931-06-23,9981.845549568177
1931-06-24,9981.845549568177
1931-06-25,9981.845549568177
1931-06-26,9981.845549568177
1931-06-29,9981.845549568177
1931-06-30,9981.845549568177
1931-07-01,9981.845549568177
1931-07-02,9981.845549568177
1931-07-03,9981.845549568177
1931-07-06,9981.845549568177
1931-07-07,9981.845549568177
1931-07-08,9981.845549568177
1931-07-09,9981.845549568177
1931-07-10,9981.845549568177
1931-07-13,9981.845549568177
1931-07-14,9981.845549568177
1931-07-15,9981.845549568177
1931-07-16,9981.845549568177
1931-07-17,9981.845549568177
1931-07-20,9981.845549568177
1931-07-21,9981.845549568177
1931-07-22,9981.845549568177
1931-07-23,9981.845549568177
1931-07-24,9981.845549568177
1931-07-27,9981.845549568177
1931-07-28,9981.845549568177
1931-07-29,9981.845549568177
1931-07-30,9981.845549568177
1931-07-31,9981.845549568177
1931-08-03,9981.845549568177
1931-08-04,9981.845549568177
1931-08-05,9981.845549568177
1931-08-06,9981.845549568177
1931-08-07,9981.845549568177
1931-08-10,9981.845549568177
1931-08-11,9981.845549568177
1931-08-12,9981.845549568177
1931-08-13,9981.845549568177
1931-08-14,9981.845549568177
1931-08-17,9981.845549568177
1931-08-18,9981.845549568177
1931-08-19,9981.845549568177
1931-08-20,9981.845549568177
1931-08-21,9981.845549568177
1931-08-24,9981.845549568177
1931-08-25,9981.845549568177
1931-08-26,9981.845549568177
1931-08-27,9981.845549568177
1931-08-28,9981.845549568177
1931-08-31,9981.845549568177
1931-09-01,9981.845549568177
1931-09-02,9981.845549568177
1931-09-03,9981.845549568177
1931-09-04,9981.845549568177
1931-09-08,9981.845549568177
1931-09-09,9981.845549568177
1931-09-10,9981.845549568177
1931-09-11,9981.845549568177
1931-09-14,9981.845549568177
1931-09-15,9981.845549568177
1931-09-16,9981.845549568177
1931-09-17,9981.845549568177
1931-09-18,9981.845549568177
1931-09-21,9981.845549568177
1931-09-22,9981.845549568177
1931-09-23,9981.845549568177
1931-09-24,9981.845549568177
1931-09-25,9981.845549568177
1931-09-28,9981.845549568177
1931-09-29,9981.845549568177
1931-09-30,9981.845549568177
1931-10-01,9981.845549568177
1931-10-02,9981.845549568177
1931-10-05,9981.845549568177
1931-10-06,10029.816776252066
1931-10-07,10029.816776252066
1931-10-08,10004.955208627702
1931-10-09,10048.96031528473
1931-10-13,10096.18110563687
1931-10-14,10096.18110563687
1931-10-15,10096.18110563687
1931-10-16,10096.18110563687
1931-10-19,10096.18110563687
1931-10-20,10096.18110563687
1931-10-21,10096.18110563687
1931-10-22,10096.18110563687
1931-10-23,10096.18110563687
1931-10-26,10096.18110563687
1931-10-27,10096.18110563687
1931-10-28,10096.18110563687
1931-10-29,10096.18110563687
1931-10-30,10096.18110563687
1931-11-02,10096.18110563687
1931-11-04,10096.18110563687
1931-11-05,10096.18110563687
1931-11-06,10096.18110563687
1931-11-09,10096.18110563687
1931-11-10,10096.18110563687
1931-11-11,10096.18110563687
1931-11-12,10096.18110563687
1931-11-13,10096.18110563687
1931-11-16,10096.18110563687
1931-11-17,10096.18110563687
1931-11-18,10096.18110563687
1931-11-19,10096.18110563687
1931-11-20,10096.18110563687
1931-11-23,10096.18110563687
1931-11-24,10096.18110563687
1931-11-25,10096.18110563687
1931-11-27,10096.18110563687
1931-11-30,10096.18110563687
1931-12-01,10096.18110563687
1931-12-02,10096.18110563687
1931-12-03,10096.18110563687
1931-12-04,10096.18110563687
1931-12-07,10096.18110563687
1931-12-08,10096.18110563687
1931-12-09,10096.18110563687
1931-12-10,10096.18110563687
1931-12-11,10096.18110563687
1931-12-14,10096.18110563687
1931-12-15,10096.18110563687
1931-12-16,10096.18110563687
1931-12-17,10096.18110563687
1931-12-18,10096.18110563687
1931-12-21,10096.18110563687
1931-12-22,10096.18110563687
1931-12-23,10096.18110563687
1931-12-24,10096.18110563687
1931-12-28,10096.18110563687
1931-12-29,10096.18110563687
1931-12-30,10096.18110563687
1931-12-31,10096.18110563687
1932-01-04,10096.18110563687
1932-01-05,10096.18110563687
1932-01-06,10096.18110563687
1932-01-07,10096.18110563687
1932-01-08,10096.18110563687
1932-01-11,10096.18110563687
1932-01-12,10096.18110563687
1932-01-13,10096.18110563687
1932-01-14,10096.18110563687
1932-01-15,10096.18110563687
1932-01-18,10096.18110563687
1932-01-19,10096.18110563687
1932-01-20,10096.18110563687
1932-01-21,10096.18110563687
1932-01-22,10096.18110563687
1932-01-25,10096.18110563687
1932-01-26,10096.18110563687
1932-01-27,10096.18110563687
1932-01-28,10096.18110563687
1932-01-29,10096.18110563687
1932-02-01,10096.18110563687
1932-02-02,10096.18110563687
1932-02-03,10096.18110563687
1932-02-04,10096.18110563687
1932-02-05,10096.18110563687
1932-02-08,10096.18110563687
1932-02-09,10096.18110563687
1932-02-10,10096.18110563687
1932-02-11,10096.18110563687
1932-02-15,10096.18110563687
1932-02-16,10096.18110563687
1932-02-17,10096.18110563687
1932-02-18,10096.18110563687
1932-02-19,10096.18110563687
1932-02-23,10096.18110563687
1932-02-24,10096.18110563687
1932-02-25,10096.18110563687
1932-02-26,10096.18110563687
1932-02-29,10096.18110563687
1932-03-01,10096.18110563687
1932-03-02,10096.18110563687
1932-03-03,10096.18110563687
1932-03-04,10096.18110563687
1932-03-07,10096.18110563687
1932-03-08,10096.18110563687
1932-03-09,10096.18110563687
1932-03-10,10096.18110563687
1932-03-11,10096.18110563687
1932-03-14,10096.18110563687
1932-03-15,10096.18110563687
1932-03-16,10096.18110563687
1932-03-17,10096.18110563687
1932-03-18,10096.18110563687
1932-03-21,10096.18110563687
1932-03-22,10096.18110563687
1932-03-23,10096.18110563687
1932-03-24,10096.18110563687
1932-03-28,10096.18110563687
1932-03-29,10096.18110563687
1932-03-30,10096.18110563687
1932-03-31,10096.18110563687
1932-04-01,10096.18110563687
1932-04-04,10096.18110563687
1932-04-05,10096.18110563687
1932-04-06,10096.18110563687
1932-04-07,10096.18110563687
1932-04-08,10096.18110563687
1932-04-11,10096.18110563687
1932-04-12,10096.18110563687
1932-04-13,10096.18110563687
1932-04-14,10096.18110563687
1932-04-15,10096.18110563687
1932-04-18,10096.18110563687
1932-04-19,10096.18110563687
1932-04-20,10096.18110563687
1932-04-21,10096.18110563687
1932-04-22,10096.18110563687
1932-04-25,10096.18110563687
1932-04-26,10096.18110563687
1932-04-27,10096.18110563687
1932-04-28,10096.18110563687
1932-04-29,10096.18110563687
1932-05-02,10096.18110563687
1932-05-03,10096.18110563687
1932-05-04,10096.18110563687
1932-05-05,10096.18110563687
1932-05-06,10096.18110563687
1932-05-09,10096.18110563687
1932-05-10,10096.18110563687
1932-05-11,10096.18110563687
1932-05-12,10096.18110563687
1932-05-13,10096.18110563687
1932-05-16,10096.18110563687
1932-05-17,10096.18110563687
1932-05-18,10096.18110563687
1932-05-19,10096.18110563687
1932-05-20,10096.18110563687
1932-05-23,10096.18110563687
1932-05-24,10096.18110563687
1932-05-25,10096.18110563687
1932-05-26,10096.18110563687
1932-05-27,10096.18110563687
1932-05-31,10080.18521043764
1932-06-01,10064.489799882209
1932-06-02,10064.489799882209
1932-06-03,10064.489799882209
1932-06-06,10064.489799882209
1932-06-07,10064.489799882209
1932-06-08,10064.489799882209
1932-06-09,10064.489799882209
1932-06-10,10064.489799882209
1932-06-13,10064.489799882209
1932-06-14,10064.489799882209
1932-06-15,10064.489799882209
1932-06-16,10064.489799882209
1932-06-17,10064.489799882209
1932-06-20,10064.489799882209
1932-06-21,10064.489799882209
1932-06-22,10064.489799882209
1932-06-23,10064.489799882209
1932-06-24,10064.489799882209
1932-06-27,10064.489799882209
1932-06-28,10064.489799882209
1932-06-29,10064.489799882209
1932-06-30,10064.489799882209
1932-07-01,10064.489799882209
1932-07-05,10064.489799882209
1932-07-06,10051.84837370273
1932-07-07,10038.000752463477
1932-07-08,10026.53363284213
1932-07-11,10014.159683815478
1932-07-12,10003.172502776417
1932-07-13,9990.45719113854
1932-07-14,9978.065681196007
1932-07-15,9978.065681196007
1932-07-18,9966.019985636642
1932-07-19,9954.133480372564
1932-07-20,9941.998580487387
1932-07-21,9929.918866608074
1932-07-22,9918.52566991697
1932-07-25,9905.854271272045
1932-07-26,9893.796696736403
1932-07-27,9881.385298575467
1932-07-28,9868.556871096609
1932-07-29,9855.925215032985
1932-08-01,9842.403006625584
1932-08-02,9829.635978209428
1932-08-03,9814.53983811256
